"","Ludn_2019","Ludn_2020","Ludn_2021","Ludn_2022","Ludn_2023","WB1_2019","WB1_2020","WB1_2021","WB1_2022","WB1_2023","WB2_2019","WB2_2020","WB2_2021","WB2_2022","WB2_2023","WB3_2019","WB3_2020","WB3_2021","WB3_2022","WB3_2023","WB4_2019","WB4_2020","WB4_2021","WB4_2022","WB4_2023","WB5_2019","WB5_2020","WB5_2021","WB5_2022","WB5_2023","WB6_2019","WB6_2020","WB6_2021","WB6_2022","WB6_2023","WB7_2019","WB7_2020","WB7_2021","WB7_2022","WB7_2023","WB8_2019","WB8_2020","WB8_2021","WB8_2022","WB8_2023","WB9_2019","WB9_2020","WB9_2021","WB9_2022","WB9_2023","WB10_2019","WB10_2020","WB10_2021","WB10_2022","WB10_2023","WB11_2019","WB11_2020","WB11_2021","WB11_2022","WB11_2023","WB12_2019","WB12_2020","WB12_2021","WB12_2022","WB12_2023","WL1_2019","WL1_2020","WL1_2021","WL1_2022","WL1_2023","WL2_2019","WL2_2020","WL2_2021","WL2_2022","WL2_2023","WL3_2019","WL3_2020","WL3_2021","WL3_2022","WL3_2023","WL4_2019","WL4_2020","WL4_2021","WL4_2022","WL4_2023","WL5_2019","WL5_2020","WL5_2021","WL5_2022","WL5_2023","WZ1_2019","WZ1_2020","WZ1_2021","WZ1_2022","WZ1_2023","WZ2_2019","WZ2_2020","WZ2_2021","WZ2_2022","WZ2_2023","WZ3_2019","WZ3_2020","WZ3_2021","WZ3_2022","WZ3_2023","WZ4_2019","WZ4_2020","WZ4_2021","WZ4_2022","WZ4_2023","WZ5_2019","WZ5_2020","WZ5_2021","WZ5_2022","WZ5_2023","WZ6_2019"
"28",60999,60442,59337,57193,56466,97.53,97.67,97.02,95.95,91.38,62.31,64.89,64.16,62.31,61.95,6.73,6.19,6.96,2.09,4.59,5.16,3.14,4.04,7.45,10.69,44.49,44.44,44.62,45.16,48.83,7.23,6.87,7.51,3.03,5.58,182.51,282.22,256.27,80.12,122.79,1.07,2.63,6.25,5.22,6.78,55.85,130.34,142.82,102.43,123.44,-51.46,173.44,195.95,103.79,131.88,-194.33,57.66,51.03,96.35,75.82,10.82,10.18,10.42,4.7,7.92,4061.05,4625.38,5030.26,5190.63,5519.34,438.69,440.99,545.57,174.13,408.7,2277.1,2024.82,1889.21,2016.47,2012.28,633.62,683.38,982.39,1049.93,1708.12,-170.19,375.71,601.48,681.12,1341.5,34.08,27.74,23.38,23.23,20.64,5.19,4.59,3.46,11.58,4.92,13.17,4.89,5.11,5.52,5.38,3.36,2.42,1.71,5.49,7.87,19.22,7.28,7.46,8.15,7.41,9.51
"29",194886,196821,198476,196726,197536,90.6,86.84,93.71,96.4,89.84,47.33,51.99,50.17,46.28,46.12,6.21,3.62,9.04,0.7,-1.49,18.6,15.83,16.31,14.36,18.73,42.01,41.2,41.91,42.34,46.41,6.1,3.97,9.31,1.28,-0.13,77.36,103.55,88.91,26.64,42,5.71,11.81,12.2,6.51,3.25,90.03,117.89,134.98,94.2,63.26,88.24,120.65,140.73,93.45,59.32,113.33,82.88,71.06,107.01,168.57,9.09,5.72,12.79,1.98,-0.35,3230.54,3755.09,4040,3687.12,3771.57,423.66,261.38,728.26,55.79,-121.73,4076.97,4546.5,4741.47,5237.54,6085.08,1554.12,1782.33,2242.8,1411.46,1339.24,1290.65,1580.18,2008.26,1239.95,1134.25,54.12,54.66,55.18,63.37,66.85,9.62,17.39,6.51,93.88,-49.99,4.6,3.14,3.12,5.07,6.61,2.03,1.3,0.71,4.72,6.52,6.43,4.78,4.25,6.43,8.3,31.43
"30",46907,46588,46057,44314,44012,95.41,83.97,86.72,88.47,90.06,60.51,63.91,62.36,59.52,63.06,4,1.19,6,-0.48,0.46,7.66,14.25,18.35,13.61,12.16,46.17,45.24,46.16,47.83,52.11,4.6,9.41,8.55,0.66,1.33,110.64,123.52,100.88,79.34,83.45,2.44,6.11,5.23,1.65,3.59,130.08,92.39,127.61,52.8,89.58,132.11,88.62,128.56,-5.23,88.81,75.69,112.85,77.78,-1910.53,112.59,6.97,15.57,13.15,1.02,1.74,3599.2,4077.01,4375.96,4309.69,4908.91,237.73,75.6,420.88,-34.5,36.01,2435.69,2516.73,2494.54,2524.54,2893.76,657.57,1446.68,1957.02,1348.99,1031.36,625.59,928.02,1905.57,-59.98,952.73,39.07,33.13,30.83,30.84,33.48,10.25,33.29,5.93,-73.17,80.35,1.76,7.56,1.13,19.24,3.42,3.18,2.21,1.6,6.55,7.49,2.48,12.49,1.76,28.08,4.49,242.55
"31",297356,297585,296401,293028,292058,85.58,89.58,92.87,92.26,90.9,49.04,52.81,51.95,46.65,47.76,5.08,3.9,7.55,2.69,1.22,23.23,15.21,8.92,9.7,14.56,41.28,41.38,41.42,43.51,46.97,7.21,4.43,11.08,6.49,3.39,76.41,90.11,168.21,106.02,66.64,2.51,3.33,6.36,1.49,0.41,78.68,84.43,158.19,109.83,65.58,76.46,80.48,175.62,115.5,60.18,130.79,124.26,56.94,86.58,166.18,10.49,5.57,15.79,8.69,4.2,3061.38,3560.83,3858.95,3422.44,3657.54,317.39,262.81,560.62,197.36,93.08,3112.71,3292.43,3104.09,2698.02,3052.21,1557.3,1230.31,1382.54,1327.31,978.67,1370.62,935.22,1181.08,885.47,776.09,42.67,43.74,38.81,33.93,36.23,9.81,12.53,5.54,13.67,32.79,3.33,4.5,2.85,7.23,4.48,1.8,1.32,0.86,4.92,5.73,5.14,6.94,4.05,9.77,5.67,30.08
"32",62965,62795,62278,60264,59965,88.99,87.38,94.94,93.86,91.18,60.21,61.31,61.27,55.92,59.75,6.63,4.18,7.72,2.97,1.83,14.6,20.47,9.53,14.57,12.02,42.88,43.3,44.63,46.38,50.9,6.92,4.89,8.15,4.76,2.05,119.08,75.51,134.26,57.49,85.83,5.84,5.3,9.81,5.89,5.85,134.97,90.53,133.08,93.35,99.22,141.13,89.5,147.68,91.35,98.97,70.86,111.74,67.71,109.47,101.04,9.02,8.66,11.98,6.79,3.67,3610.62,3945.92,4312.26,3972.85,4411.61,397.78,269.24,543.14,211.1,135.39,2174.22,2564.69,2685.35,2970.11,3149.66,1519.37,1593.1,1312.07,1427.79,1297.94,1350.61,1420.32,1010.01,1074.1,980,32.26,34.82,36.22,39.24,38.89,5.47,9.53,4.94,14.07,23.26,3.35,2.83,4.46,6.81,6.5,2.61,1.38,1.05,5.44,6.63,5.24,4.56,6.39,9.54,8.48,33.59
"33",69858,69786,69575,68752,68434,85.41,91.38,91.34,94.15,92.57,53.33,57.33,56.29,52.29,53.3,7.8,4.72,8.4,0.4,0.32,27.11,14.15,11.37,10.28,13.1,40.63,40.62,41.1,41.98,46.52,9.16,6.48,9.66,1.99,2.62,72.56,90.08,152.09,57.88,55.56,3.68,3.75,8.97,7.39,7,75.81,96.88,154.41,120.82,92.33,73.4,96.25,165.07,125.12,91.11,136.23,103.89,60.58,79.93,109.76,15.11,10.15,15.16,2.96,3.36,3417.03,3824.87,4121.22,3832.66,4027.46,499.6,314.81,615.22,29.01,24.53,3037.85,3147.18,3159.27,3393.42,3898.93,1831.45,1221.29,1589.4,1218.76,1215.54,1613.08,1008.78,1420.84,1046.28,1034.33,40.49,43.1,39.41,43.59,47.76,6.08,10,5.14,116.99,158.92,3.77,3.63,2.63,4.74,5.21,2.12,1.66,1.34,5.78,6.26,6.05,5.68,3.99,6.64,6.67,29.5
"34",468158,471525,470633,486226,486492,93.25,90.31,94.99,93.74,94.81,34.35,39.06,38,33.29,33.06,9.24,6.71,11.98,5.99,4.91,18.14,15.88,13.6,13.62,15.12,31.86,32.03,33.07,33.52,37.26,10.55,8.29,12.57,8.67,5.5,81.92,98.97,124.52,85.53,61.28,4.07,8.31,9.69,6.39,1.29,80.34,113.59,166.85,140.74,95.35,77.63,114.99,172.99,144.22,95,128.82,86.96,57.81,69.34,105.26,13.94,11.69,16.53,11.26,6.6,2479.15,2939.15,3302.41,2814.93,2814.96,666.74,504.66,1041,506.73,417.76,1985.13,2363.7,2266.09,2107.7,2206.41,1326.64,1661.74,2194.02,1914.09,1476.07,1126.67,1524.59,2083.39,1807.1,1369.68,25.65,28.37,24.77,23.36,24.57,2.98,4.68,2.18,4.16,5.28,3.01,1.97,1.41,2.02,2.17,1.65,1.14,0.8,3.56,3.99,3.95,2.81,1.85,2.57,2.55,16.4
"35",246244,245867,244104,243770,242141,86.85,91.11,92.87,94.25,93.08,38.14,41.99,40.95,36.1,37.07,2.82,0.71,8.09,6.74,1.03,21.23,13.22,9.84,10.74,14.87,37.3,36.74,38.07,39.7,42.32,4.93,2.68,12.35,10.68,3.7,68.59,69.14,157.18,114.43,48.95,2.9,5.54,13.15,17.31,12.98,65.86,71.89,136.33,189.92,114.25,58.16,65.01,156.55,215.34,119.5,171.93,153.81,63.88,46.44,83.68,7.16,4.15,17.32,13.98,4.81,2425.41,2919.43,3161.82,2731.32,2794.66,179.47,49.08,624.43,509.53,77.35,3005.1,3542.79,3792.67,3968.09,4312.1,1344.37,940.94,1643.78,2067.81,2037.12,968.94,683.69,1212.62,1827.8,1557.38,41.04,46.43,45.62,49.44,53.23,16.74,72.18,6.07,7.79,55.75,5.89,4.04,5.66,5.45,9.45,1.85,1.44,1.04,4.98,6.63,8.6,5.93,7.79,7.13,11.71,14.84
"36",90769,90320,89180,86737,86027,91.45,90.54,91.3,92.72,85.83,50.84,54.53,53.7,52.27,54.32,4.98,4.08,8.65,1.52,3.04,15.26,14.76,11.5,13.45,20.23,38.11,38.27,38.76,38.75,42.56,6.41,5.89,10.49,3.41,4.36,83.71,87.54,153.18,61.23,79.49,2.42,5.57,11.4,4.5,5.76,72.01,87.29,80.54,107.32,92.66,64.41,85.1,51.57,109.68,92.03,155.24,117.51,193.91,91.18,108.66,9.35,8.76,15.52,5.03,6.54,3187.31,3708.61,4057.12,4104.85,4506.68,311.96,277.72,653.89,119.55,251.94,2846.31,3253.05,3337.43,3308.85,3926.67,982.11,1155.34,1797.81,1706.45,2053.77,690.93,961.13,462.56,1318.7,1877.08,41.52,43.3,40.33,39.06,40.63,9.12,11.71,5.1,27.68,15.59,5.47,3.57,16.75,6.76,4.7,2.94,2.28,1.54,5.59,7.06,8.01,5.47,24.43,9.7,6.66,28.7
"37",35827,35562,35049,32474,32115,82.5,80.67,87.48,92.7,83.75,27.01,32.55,30.29,29.86,35.52,9.25,0.07,13,4.2,-0.44,19.95,17.98,19.18,18.93,19.76,37.94,37.45,37.53,37.34,38.72,20.83,9.63,17.59,5.49,1.64,134.67,109.7,132.34,53.99,76.63,19.62,18.77,19.17,8.08,3.55,156.5,191.2,190.53,135.47,100.02,169.38,206.43,206.53,139.49,100.02,59.04,48.44,48.42,71.69,99.98,29.37,14.51,23.53,6.98,2.6,2363.6,2794.51,3237.43,3510.43,4555.23,809.34,6.14,1389.62,494.3,-56.29,2644.19,2349.89,1994.35,1854.82,2119.47,3803.62,4195.76,4945.27,3965.71,3474.32,3352.38,3881.75,4555.34,3668.04,3173.32,24.93,22.08,16.33,14.63,13.84,3.27,382.81,1.44,3.75,-37.65,4.89,3.45,3.4,3.13,2.92,2.55,2.28,1.28,5.35,6.87,6.88,5.2,4.55,4.05,4.06,14.95
"38",170953,170303,168835,167509,166189,91.1,88.44,92.03,93.29,90.62,43.39,46.7,45.4,42.19,43.6,10.03,6.36,11.19,5.78,6.95,22.34,20.81,20.19,16.16,20.58,40.24,37.49,38.25,38.87,42.1,9.81,5.9,11.92,6.75,7.14,76.51,78.96,88.37,71.41,71.73,5.61,4.96,9.48,6.45,2.37,74.79,79.8,104.94,108.72,98.56,72.08,74.21,105.73,110.4,98.55,138.74,134.76,94.58,90.58,101.47,13.54,8.54,16.69,8.9,9.12,2855.37,3366.19,3721.29,3521.22,3750.24,659.92,458.42,917.1,482.47,597.66,1287.78,1942.04,2432.45,2580.08,3167.53,1410.75,1807.96,2240.31,1963.6,2058.02,1227.59,1316.68,1946.66,1673.41,2044.14,17.83,23.82,27.31,28.84,33.37,1.95,4.24,2.65,5.35,5.3,2.72,6.29,3.55,4.1,1.42,1.02,1.09,0.93,2.98,3.81,3.77,9.31,4.86,5.39,1.78,7.2
"39",165975,164447,162250,150594,148687,94.24,90.57,87.03,93.77,90.23,52.57,55.48,55.18,52.55,51.24,4.99,0.54,2.86,-1.09,-3.23,10.82,10.46,17.14,11.85,12.77,41.86,41.24,42.11,43.75,49.1,6.57,1.76,13.8,1.22,-0.74,96.29,94.22,88.41,40.91,50.25,2.56,6.41,8.14,2.75,0.85,87.6,94.36,110.78,93.17,62.61,84.16,93.05,111.77,92,56.9,118.82,107.47,89.47,108.69,175.74,9.8,2.77,21.89,1.71,-0.43,2813.56,3188.43,3478.5,3601.43,3463.15,267.24,30.94,179.98,-74.57,-218.19,1583.43,1896.53,2246.15,2536.11,2917.48,690.41,776.21,1531.77,1016.05,737.34,519.47,621.46,1415.3,856.75,581.44,27.88,29.89,31.01,34.7,38.95,5.93,61.29,12.48,-34.01,-13.37,3.79,3.04,1.94,3.64,4.97,2.79,2.03,1.08,4.22,7.42,5.51,4.73,3.03,5.09,6.33,25.8
"40",107963,107443,106272,102564,101184,93.39,91.34,92.11,95.38,92.53,51.4,53.35,50.25,48.87,48.96,3.93,4.48,11.1,-0.49,0.69,13.82,12,10.63,8.8,13.78,40.15,41.57,41.82,42.16,46.91,5.59,5.91,14.7,1.77,2.2,71.43,107.17,185.98,44.91,55.27,2.38,8.06,13.48,7.87,1.46,86.83,111.99,213.45,168.03,94.03,83.78,113.75,237.44,183.78,93.38,119.36,87.91,42.12,54.41,107.08,8.18,8.91,21.51,2.7,2.87,3133.87,3364.53,3691.18,3525.3,3680.68,239.46,282.35,815.64,-35.1,51.99,2239.13,2573.33,2439.22,2374.37,2476.52,1004.72,1055.33,2009.45,1447.26,1241.85,787.14,934.6,1845.13,1285.28,1113.95,34.3,37.27,30.58,31.39,30.48,9.35,9.11,2.99,-67.65,47.63,3.97,2.22,2.33,3.56,3.18,1.86,1.25,0.87,4.52,5.27,5.91,3.39,3.35,4.86,4.03,19.17
"41",221252,219278,215905,209395,207117,95.37,94.93,96.37,95.01,91.93,48.2,50.65,49.02,46.91,46.6,5.99,3.13,9.29,3.65,1.3,11.7,10.19,8.21,15.51,22.57,37.97,37.83,39.17,39.33,42.93,6.4,3.48,9.82,4.09,2.02,87.06,77.11,160.99,50.31,35.07,4.08,5.75,8.76,1.99,0.23,84.97,91.67,163.96,84.49,36.72,81.96,89.67,188.91,81.18,26.94,122,111.51,52.94,123.19,371.13,8.63,4.85,13.35,5.59,2.79,2879.08,3248.77,3564.39,3462.53,3490.91,357.61,200.74,675.61,269.45,97.67,2500.4,2832.66,2826.12,3123.59,4488.03,758.43,801.12,1344.67,1339.02,913.62,609.75,632.03,1114.58,1059.75,580.59,39.92,41.92,37.45,40.21,55.07,6.99,14.11,4.18,11.59,45.95,3.15,3.21,3.51,4.59,5.73,1.95,1.69,1.22,2.47,2.99,4.34,4.54,4.67,6.13,7.23,32.76
"42",119800,118899,117516,115317,114148,92.15,88.02,87.77,93.66,81.14,36.25,40.47,38.28,35.05,36.09,11.14,7.36,13.15,9.29,7.18,14.62,18.39,16.23,19.64,26.77,39.45,39.66,39.83,42.28,47.15,12.89,9.65,16.65,10.01,8.51,129.19,100.43,160.98,72.48,89.68,10.51,10.64,15.45,8.01,4.99,153.76,130.27,187.74,133.6,105.19,166.59,135.57,204.63,138.61,105.69,60.03,73.77,48.87,72.15,94.62,17.16,13.67,23.38,12.7,11.41,2376.32,2774.51,3032.52,2773.57,2847.82,730.17,504.68,1042.05,735.41,566.63,2604.82,2674.56,2448.97,2230.31,2321.74,1899.37,2190.76,2983.93,2692.23,3084.63,1661.35,1940.37,2727.33,2430.74,2829.15,36.62,34.34,27.13,26.4,23.87,3.57,5.3,2.35,3.03,4.1,4.09,3.66,3.02,4.43,4.02,2.02,1.28,0.66,5.04,5.82,5.41,5.26,4.21,5.58,5.42,22.15
"43",179154,178186,176009,171896,170457,93.15,88.62,87.26,88.42,89.75,38.94,39.59,41.4,38.28,37.61,15.42,13.71,15.19,10.41,11.16,26.01,22.92,27.08,25.77,19.47,38.63,36.09,39.63,40.61,45.62,16.8,15,18.32,13.52,16.05,76.6,103.49,94.58,75.6,105.15,4.58,13.89,9.91,1.72,2.84,96.03,111.65,133.6,101.53,98.61,95.75,112.53,136.05,101.7,98.39,104.44,88.87,73.5,98.33,101.64,22.37,21.24,26.2,18.71,20.16,2640.57,3121.63,3371.61,3127.25,3146.13,1045.54,1081.07,1237.01,850.24,933.61,2083.11,2923.68,2772.65,2671.91,2705.28,2075.32,2428.96,3676.58,2867.2,2050.37,1930.78,2276.1,3489.39,2583.73,1767.89,28.61,32.86,29.71,28.92,29.03,1.99,2.7,2.24,3.14,2.9,2.6,2.3,2.57,4.12,4.49,2.17,1.76,1.9,3.64,5.03,3.47,3.25,3.66,5.69,5.62,31.22
"44",88808,88425,87322,83477,82788,97.37,91.04,96.19,97.37,94.31,46.11,49.66,49.47,44.38,46.43,10.18,8.67,13.37,8.31,7.64,12.9,16.7,12.08,15.07,17.82,41.56,41.76,42.43,43.5,47.98,10.18,8.06,13.45,9.08,7.57,96.81,101.13,145.63,67.65,68.24,22.63,18.92,22.21,14.5,10.25,274.65,206.92,279.68,200.63,152.1,274.74,213.53,295.01,207.08,154.68,36.4,46.83,33.9,48.29,64.65,14.23,12.29,18.48,11.99,9.14,2595.42,3008.77,3348.04,3055.72,3387.52,572.85,525.15,904.98,572.05,557.43,339.42,271.49,206.13,269.02,372.04,2056.94,2436.87,2445.2,2392.06,2333.4,2056.58,2368.35,2376.49,2320.19,2260.92,5.87,4.08,2.93,3.8,4.81,0.59,0.52,0.23,0.47,0.67,0.14,1.11,1.02,1.15,1.06,2.33,1.93,1.54,3.39,2.62,0.19,1.67,1.4,1.47,1.27,2191.19
"45",91263,90759,89827,87842,87166,92.87,88.73,90.45,92.82,76.57,41.44,44.68,44.35,37.88,40.86,6.98,2.62,10,9.8,-1.44,10.03,12.21,12.45,12.35,15.78,42.86,42.94,42.96,43.12,47.74,7.8,4.56,11.48,11.13,16.83,141.33,113.14,160.6,138.01,153.41,6.66,5.92,9.53,7.72,9.93,128.52,133.08,187.91,198.38,208.9,137.46,140.64,206.81,218.25,224.86,72.75,71.1,48.35,45.82,44.47,10.05,7.67,16.74,15.27,25.18,2446.7,2788.15,3200.6,2996.43,2995.13,412.09,163.47,721.95,775.53,-105.38,1815.3,1907.58,1728.77,1564.75,1372.77,1034.13,1382.21,2108.9,2397.89,3336.78,841.94,1188.95,1910.3,2194.8,3132.67,28.55,27.12,21.67,18.36,14.34,4.41,11.67,2.39,2.02,-13.03,3.78,3.2,2.77,3.47,3.35,2.66,1.68,1.31,5.92,8.51,5.3,4.86,4.02,4.69,5,25.1
"46",293636,291774,289162,281418,279119,92.63,88.46,92.26,92.92,81.64,34.27,37.35,37.05,33.73,33.87,10.05,7.2,11.36,4.75,0.64,20.22,19.54,15.31,16.25,28.03,37.09,35.66,36.08,36.54,39.9,11.36,8.15,12.58,6.77,2.05,78.99,89.86,123.2,66.9,59.75,20.22,19.09,22.37,15.02,4.21,168.22,166.77,216.84,176.84,95.05,174.56,173.15,231.51,185.46,94.77,57.29,57.75,43.2,53.92,105.51,14.66,11.45,16.55,8.85,2.67,2361.11,2701.04,3012.93,2848.67,2975.04,692.32,520.94,923.79,400.97,55.84,2388.63,2639.23,2756.33,2693.62,3144.96,2887.24,2977.79,3181.02,3070.68,3407.45,2741.26,2822.03,3017.48,2895.53,3221.03,32.12,32.28,31.27,29.63,29.23,3.45,5.07,2.98,6.72,56.32,2.49,2.25,2.06,3.28,3.24,1.63,1.08,0.64,4.57,5.16,3.23,3.16,2.69,4.18,4.41,26.74
"47",74515,74601,74413,71849,71473,94.24,87.53,95.13,97.1,97.24,43.64,48.17,53.39,44.45,46.86,6.87,2.25,7.27,-3.4,3.33,11.94,11.04,10.83,10.67,9.29,42.57,41.21,36.83,41.34,50.61,7.21,3.18,7.9,-2.45,4.12,102.81,135.91,109.98,-3.33,62.18,2.78,12.02,14.64,5.17,1.75,121.72,153.52,191.27,142.82,106.74,123.36,155.42,198.57,142.89,107.24,81.06,64.34,50.36,69.98,93.25,9.74,3.94,12.25,-3.09,5.07,2369.28,2765.61,3879.88,2849.66,3041.15,373.21,129.07,528.21,-218.09,215.83,1371.64,1723.4,1974.22,2045.39,2079.7,897.8,1107.93,1690.36,1132.08,737.39,845.83,1083.09,1624.95,1130.85,689.45,23.81,26.27,25.85,30.98,31.16,3.68,13.35,3.74,-9.38,9.64,1.71,0.9,1.25,1.73,3.28,3.38,1.99,1.54,5.54,8.22,2.44,1.48,2.03,2.41,4.08,89.09
"48",55088,54860,54468,52396,51876,91.14,94.5,94.7,93.61,90.06,51.27,54.33,52.92,48.61,51.71,7.46,5.89,10.83,7.48,4.76,18.49,11.25,11.04,16.99,16.85,42.38,40.92,42.09,45.39,50.77,11.28,6.8,11.88,9.17,5.58,81.86,98.16,148.47,75.59,81.89,7.17,6.11,13.38,10.64,11.56,103.97,133.65,168.24,136.04,119.21,104.43,140.06,182.13,140.47,122.59,95.76,71.4,54.9,71.19,81.57,16.58,10.08,16.98,13.04,7.13,2731.09,3141.15,3336.22,3081.62,3348.21,397.5,340.52,682.57,474.5,308.22,2030.68,1980.25,2133.6,2275.22,2615.46,1297.81,1097.88,1412.22,1833.24,1751.3,1167.5,966.37,1270.19,1685.81,1531.61,34.74,32.36,32.05,33.59,36.38,5.11,5.82,3.13,4.8,8.49,2.82,2.63,2.35,3.41,4.94,1.69,1.49,0.67,3.67,5.19,4.15,3.87,3.33,4.78,6.26,26.33
"49",137624,137030,135695,132040,131062,93.42,92.91,95.1,91.39,86.24,45.04,48.31,48.07,44.28,44.06,7.75,4.97,7.4,1.55,1.36,12.65,6.84,7.97,17.32,23.34,42.04,39.25,43.13,44.15,48.68,9.55,5.5,8.93,3.09,3.25,110.75,180.52,156.56,53.2,57.68,0.18,5.33,5.36,5.1,1.19,101.2,135.13,166.74,89.87,70.77,101.45,147.61,188.24,88.72,68.47,98.58,67.75,53.12,112.72,146.04,13.74,8.49,12.71,4.5,4.43,2555.02,2918.04,3289.62,2969.11,2966.58,439.62,300.13,506.13,104.06,91.88,1819.11,1804.79,1790,2212.01,2799.99,925.63,771.84,1209.29,1384.53,1542.99,768.55,622.15,1032.57,1226.79,1384.38,29.96,27.76,24.87,30.15,35.87,4.14,6.01,3.54,21.26,30.48,3.27,2.73,2.64,3.07,3.78,2.27,1.53,0.75,3.05,4.88,4.73,4.15,3.76,4.37,5.07,26.27
"50",138319,137782,136464,132266,131323,85.29,88.18,94.6,93.94,94.09,46.97,49.57,48.81,44.94,45.4,6.41,7.8,11.64,5.07,3.15,26.9,15.28,15.38,18.28,20.02,43.09,42.54,43.34,44.86,50.92,5.99,7.63,11.88,6.66,3.73,68.67,127.51,108.02,54.24,38.94,8.79,12.29,12.61,10.14,5.69,99.87,183.15,181.06,113.32,80.91,99.87,183.75,183.47,113.74,80.13,100.13,54.42,54.5,87.92,124.8,9.59,11.71,16.88,9.08,4.5,2768.59,3191.98,3512.42,3339.33,3340.24,377.8,502.4,837.36,376.83,232.09,1786.99,1784.94,1768.3,2358.76,3102.86,2034.34,1975.3,2154.67,1845.32,1502.09,2027.78,1967.54,2120.26,1795.08,1428.68,25.86,24.44,23.24,29.82,39.68,4.73,3.55,2.11,6.26,13.37,0.44,0.48,0.58,1.53,3.34,1.34,1.54,0.53,3,6.05,0.69,0.75,0.8,2.08,4.04,365.93
"51",66963,66587,65845,64139,63657,93.16,85.76,88.62,92.6,93.09,46.57,50.24,49.39,46.44,47.07,-1.53,-2.5,1.78,-0.1,-3.44,8.4,11.58,10.97,14.74,9.69,36.98,36.5,37.46,41.06,45.08,1.01,0.25,6.89,1.74,-0.43,62.38,105.05,120.82,45.61,35.94,5.65,9.86,13.27,7.43,6.88,115.12,131.32,118.34,131.24,104.68,117.88,134.98,132.26,132.05,104.8,84.83,74.08,75.61,75.73,95.42,2.01,0.49,10.84,2.43,-0.08,2448.79,2884.39,3118.47,2926.46,3017.49,-80.68,-143.35,112.52,-6.01,-220.37,1185.73,1492.78,1630.25,1799.22,2233.85,667.02,1130.88,1591.14,1467.55,764.95,577.42,1040.77,1010.99,1439.49,746.1,21.01,22.3,22.88,26.44,32.43,-14.7,-10.41,14.49,-299.44,-10.14,2.09,1.8,8.48,1.74,2.41,2.38,2.02,1.49,5.04,6.58,3.12,3.09,13.17,2.53,3,31.55
"52",201121,198996,195978,190406,188151,95.99,86.82,94.03,93.66,88.19,43.57,46.63,46.21,42.82,43.38,8,6.34,7.54,4.38,1.15,11.95,16.46,13.95,13.65,19.72,41.95,40.82,40.87,44.02,50.83,9.04,7.51,8.59,5.71,1.96,97.6,116.64,92.67,73.68,59.89,4.74,3.46,7.16,4.68,0.64,103.92,123.75,121.63,119.7,76.04,104.81,127.19,123.73,120.72,74.47,95.41,78.62,80.82,82.83,134.28,12.33,11.63,12.26,7.82,2.83,2212.37,2560.2,2904.64,2672.49,2665.13,406.42,347.94,473.9,273.12,70.81,906.19,876.71,1053.65,1151.72,1492.95,807.63,1435.26,1257.42,1187.98,1208.87,664.46,1288.79,1165.76,1139.1,1111.12,17.13,13.86,15.76,17.28,21.43,2.23,2.52,2.22,4.22,21.08,3.09,2.58,1.53,1.39,2.42,2.23,1.93,0.98,3.81,4.75,4.18,4.05,2.12,1.9,3.17,14.12
"53",49762,49363,48817,45972,45644,95.88,84.94,86.32,81.2,85,55.09,56.11,56.36,53.85,56.6,3.59,1.87,3.12,1.05,1.41,4.38,7.54,13.7,24.41,21.97,37.69,37.38,39.62,39.96,45.92,4.36,3.62,6.27,7.54,4.28,178.36,244.78,123.33,75.78,68.67,2.76,11.3,14.11,9.42,3.1,157.4,249.06,188.78,122.56,104.6,165.04,266.1,195.1,123.33,104.78,60.59,37.58,51.26,81.08,95.44,6.3,7.26,11.74,13.52,6.39,2721.87,3014.17,3350.01,3391.9,3567.96,177.21,100.5,185.42,66.15,88.9,1759.6,1640.44,1656.78,1923.37,2013.98,389.38,1193.47,1848.03,2550.66,1903.12,360.3,1144.31,1782.95,2481.56,1833.53,34.15,25.94,24.06,24.8,27.15,9.93,16.32,8.94,29.08,22.65,1.59,1.55,1.42,1.94,3.15,3.01,2.98,1.98,4.24,8.13,2.38,2.71,2.34,3.29,4.38,181.87
"54",127664,127307,126184,123562,122605,87.33,85.44,90.54,89.76,96.08,39.89,44.73,44.49,39.65,41.81,11.44,8.35,10.66,10.95,5.48,24.78,20.91,17.52,20.7,12.73,36.23,36.75,35.98,41.27,44.9,10.41,7.65,10.75,10.45,5.79,88.96,104.76,111.22,96.2,69.31,7.64,9.32,9.79,7.75,7.41,116.24,115.97,150.86,121.64,113.59,118.33,119.12,155.28,125.5,115.79,84.51,83.95,64.4,79.68,86.36,15.1,11.48,15.43,14.26,6.67,2481.67,2958.21,3238.08,2907.85,3083.04,711.94,552.09,776.11,803.04,404.06,957.8,1054.81,967.58,878.69,1127.96,2381.17,2224.14,2265.31,2443.09,1342.09,2147.66,1908.65,2145.42,2139.14,1177.11,13.45,13.63,12.04,10.75,14.7,1.35,1.91,1.25,1.09,2.79,3.57,4.28,1.59,4.14,2.95,2.2,1.52,0.84,3.93,5.42,5.12,6.6,2.23,5.58,3.43,9.04
